Mnesarchus (pai Pitagoras);Pythais (mae Pitagoras);
Creophilus (mentor);Pherecydes (mentor);
Policrates (rei Síria);Pythagoras
Hermodamas (amigo de fuga);Pythagoras
Anaxamander (filósofo);Pythagoras
Thales (filosófo);Pythagoras
Memphian (filosogo Egito);Diospolitan (filosofo Egito);
Mochus (fisiologista);Pythagoras
Eratocles (seu filho foi discipulo);Pythagoras
Nicomachus;Pythagoras
Homacoion;Pythagoras
Charondas (discipulo);Pythagoras
Zaleucus (discipulo);Timaratus;
Euryphamus (discipulo);Pythagoras
Hippasus;Pythagoras
Hyppobotus;Neanthes;
Dionysius;Pythagoras
Myllias;Timycha (esposa Myllias);
Phlaris (tirano);Myllias;
Phlaris (tirano);Timycha (esposa Myullias)
Phlaris (tirano);Abaris;
Euphorbus (filho de Panthus);Panthus;
Empedocles;Pythagoras
Damophon;Pythagoras
Thymaridas (discipulo);Pythagoras
Damo (filha Pitagoras);Theano (esposa Pitagoras);
Damo (filha Pitagoras);Bitale (filha Damo);
Telauges (marido Bitale);Bitale (filha Damo);
Aristaeus (sucessor Pitagoras);Theano (esposa Pitagoras tb casou Aristaeus);
Mnesarchus (filho Pitagoras);Theano (esposa Pitagoras);
Archippus;Lysis;
